id	avg.extra	avg.ems	avg.agree	avg.consc	avg.open	avg.naturalness	realization
open_low-compare2-Ikeno_Hana-Menchanko-Tei-7	2.250	2.250	5.000	2.250	2.500	5.500	I mean, I might be darn wrong. Mmhm... I might consider Ikeno Hana and Menchanko-Tei. Err... Menchanko-Tei has like, nice food, also it's... it's in the Upper West Side, and Ikeno Hana is located in Midtown.
open_low-compare2-Kin_Khao-Tossed-7	2.000	3.250	4.500	2.750	3.750	4.000	Err... I don't know. Mmhm... I mean, Kin Khao is a thai place, it features bad waiters and Tossed has like, nice food, and bad waiters, rude staff.
open_low-compare2-Le_Rivage-Pintaile_s_Pizza-7	1.750	4.250	3.500	4.250	3.000	3.000	Mmhm... err... I don't know. I mean, Pintaile's Pizza's price is 14 dollars, also it has like, bad atmosphere, bad atmosphere, and Le Rivage is darn expensive.
open_low-compare2-Les_Routiers-Radio_Perfecto-7	1.250	3.000	4.000	2.750	2.750	4.000	Mmhm... I don't know. Err... I mean, Radio Perfecto offers like, nice food, it's in the East Village and Les Routiers is... its price is 41 dollars.
open_low-compare2-Mavalli_Palace-Once_Upon_A_Tart-7	1.750	4.500	4.750	5.000	2.500	4.000	Err... I am not sure. Mmhm... I mean, Mavalli Palace is low-cost and Once Upon A Tart is a cafe and sandwich place, it's a cafe and sandwich place, also it's located in TriBeCa/SoHo.
open_low-compare2-Old_San_Juan-Veselka-7	4.000	3.000	4.500	3.500	3.750	3.000	I don't know. Mmhm... I mean, I might consider Old San Juan and Veselka. Err... Old San Juan is a latin american place, also it offers bad service, and Veselka has... it provides like, bad staff.
open_low-compare2-Scopa-Shabu-Tatsu-7	2.500	3.500	2.500	3.250	3.250	3.000	Err... I don't know. Mmhm... I might consider Scopa and Shabu-Tatsu. I mean, Scopa offers like, bad ambience, Shabu-Tatsu has nice service and the atmosphere is poor.
open_low-compare2-Soul_Fixins_-Walker_s-7	2.000	2.500	2.750	3.000	1.750	2.000	I don't know. Acceptable places. Even if Walker's is low-cost, I mean, it has bad waiters. Mmhm... err... Soul Fixins' has like, bad waiters, it offers bad service.
open_low-recommend-Cent_anni-7	1.750	3.000	4.750	3.000	2.500	5.000	Mmhm... err... I don't know. I mean, I would consider Cent'anni because it has like, good food.
open_low-recommend-Chimichurri_Grill-7	4.250	3.000	2.250	2.750	3.500	2.000	Err... I am not sure. Mmhm... I mean, Chimichurri Grill offers like, nice food, so I would advise it, also the atmosphere is bad and its price is 41 dollars.
open_low-recommend-Edgar_s_Cafe-7	3.250	2.250	5.250	2.500	2.000	5.000	Err... I mean, I might be darn wrong. Mmhm... because Edgar's Cafe is... it's in Manhattan, you would probably like it.
open_low-recommend-Flor_De_Mayo-7	1.500	2.250	5.500	2.500	3.500	3.500	Err... I mean, I am not sure. Mmhm... Flor De Mayo offers... so I would advise it, it provides like, nice food.
open_low-recommend-Jin_Dal_Lae-7	2.750	3.000	3.000	3.750	2.000	3.000	Err... I mean, I might be darn wrong. Jin Dal Lae is mmhm... in The Bronx, so I would consider it, and it has like, bad atmosphere.
open_low-recommend-John_s_Pizzeria-7	1.750	4.750	5.000	4.500	3.500	4.000	I mean, I am not sure. Mmhm... John's Pizzeria is err... in Midtown, so I would suggest it, it's located in Midtown.
open_low-recommend-Pepolino-7	1.250	1.750	5.000	3.000	1.250	4.500	Mmhm... I am not sure. Err... I mean, Pepolino has... so I would suggest it, it offers like, nice service.
open_low-recommend-Pietro_s-7	2.250	5.500	6.000	5.250	3.000	5.000	Mmhm... err... I might be wrong. I mean, I would consider Pietro's because it has like, nice staff, also its price is... it's darn expensive.
open_low-recommend-Trattoria_Rustica-7	3.750	4.000	4.250	3.250	4.500	5.000	Err... I don't know. Mmhm... I mean, Trattoria Rustica is an italian place, so I would approve it, and it's expensive.
open_low-recommend-Vinnie_s_Pizza-7	1.500	2.000	4.250	2.250	2.250	5.000	Err... I mean, I am not sure. I would suggest... it isn't as bad as the others.
sparky-KashiVishwanath-eastvillagejapanese_compare2-1	4.833	n/a	n/a	n/a	n/a	4.667	Japonica, which is a Japanese, Sushi restaurant, has good service. It has decent decor. Dojo, which is a Japanese, Vegetarian restaurant, has mediocre service. It has mediocre decor.
sparky-KashiVishwanath-french_compare3-1	6.500	n/a	n/a	n/a	n/a	4.667	Daniel and Aureole offer exceptional value among the selected restaurants. Aureole has superb decor, superb food quality and superb service. Its price is 71 dollars. Daniel has superb decor and superb food quality, it has superb service, and its price is 82 dollars.
sparky-KashiVishwanath-upperwestsideasian_compare2-1	2.333	n/a	n/a	n/a	n/a	6.333	Monsoon is a Vietnamese restaurant, with decent decor. Lemongrass Grill is a Thai restaurant, with mediocre decor.
sparky-KashiVishwanath-upperwestsideasian_recommend-1	6.167	n/a	n/a	n/a	n/a	4.333	Ruby Foo's has the best overall quality among the selected restaurants. This Chinese, Japanese, Thai restaurant has very good food quality. It has good service and excellent decor.
sparky-OwenRambow-cheap_recommend-1	6.000	n/a	n/a	n/a	n/a	4.667	Amy's Bread has the best overall quality among the selected restaurants. It has excellent food quality, and its price is 12 dollars. It has decent service, with mediocre decor.
sparky-OwenRambow-eastvillagejapanese_compare2-1	5.833	n/a	n/a	n/a	n/a	6.000	Japonica has decent decor, it has excellent food quality, and its price is 37 dollars. Dojo has mediocre decor. It has decent food quality, and its price is 14 dollars.
sparky-OwenRambow-italianwestvillage_recommend-1	5.500	n/a	n/a	n/a	n/a	4.000	John's Pizzeria has the best overall quality among the selected restaurants. It has very good food quality and mediocre decor, and its price is 20 dollars.
sparky-OwenRambow-midtownwest_compare3-1	6.500	n/a	n/a	n/a	n/a	5.000	John's Pizzeria and Daily Soup offer exceptional value among the selected restaurants. Daily Soup's price is 10 dollars, and it has good food quality. It has mediocre decor and mediocre service. John's Pizzeria's price is 20 dollars, it has very good food quality, and it has mediocre decor and decent service.
sparky-OwenRambow-midtownwest_recommend-1	5.833	n/a	n/a	n/a	n/a	3.333	Azuri Cafe has the best overall quality among the selected restaurants. Its price is 14 dollars. It is a Kosher , Vegetarian restaurant. It has very good food quality, with mediocre service. It has mediocre decor.
sparky-OwenRambow-upperwestsideasian_compare2-1	5.000	n/a	n/a	n/a	n/a	6.333	Monsoon has decent decor, and its price is 26 dollars. Lemongrass Grill has mediocre decor, and its price is 22 dollars.
sparky-OwenRambow-upperwestsideasian_recommend-1	5.667	n/a	n/a	n/a	n/a	6.000	Flor De Mayo has the best overall quality among the selected restaurants. This Chinese, Latin American restaurant is located in Uptown Manhattan. It has decent service and very good food quality, it has mediocre decor, and its price is 18 dollars.
sparky-RachelOstrand-cheap_compare3-1	6.500	n/a	n/a	n/a	n/a	5.333	Ferrara, Mangia, and Joe's Shanghai offer exceptional value among the selected restaurants. Ferrara, Mangia and Joe's Shanghai have very good food quality. Ferrara and Mangia have decent decor, and Joe's Shanghai has mediocre decor. Ferrara's price is 17 dollars. Mangia's price is 20 dollars. Joe's Shanghai's price is 23 dollars.
sparky-RachelOstrand-eastvillagejapanese_compare2-1	6.167	n/a	n/a	n/a	n/a	6.333	Japonica is a Japanese, Sushi restaurant, with excellent food quality and decent decor. Dojo, which is a Japanese, Vegetarian restaurant, with decent food quality, has mediocre decor.
sparky-RachelOstrand-eastvillagejapanese_recommend-1	6.000	n/a	n/a	n/a	n/a	5.667	Bond Street has the best overall quality among the selected restaurants. It is a Japanese , Sushi restaurant, with very good decor. Its price is 51 dollars, it has excellent food quality, and it has good service.
sparky-RachelOstrand-french_recommend-1	5.667	n/a	n/a	n/a	n/a	3.333	Le Marais has the best overall quality among the selected restaurants. It has decent decor, it has decent service, and its price is 44 dollars. This French, Kosher, Steak House restaurant has very good food quality.
sparky-RachelOstrand-midtownwest_recommend-1	5.833	n/a	n/a	n/a	n/a	5.000	Chanpen Thai has the best overall quality among the selected restaurants. It has good service, with decent decor, and it has good food quality. Its price is 24 dollars. It is a Thai restaurant.
sparky-RachelOstrand-upperwestsideasian_recommend-1	6.167	n/a	n/a	n/a	n/a	6.667	River's price is 28 dollars, and it is a Thai, Vietnamese restaurant. It has good decor and good food quality, with good service. It has the best overall quality among the selected restaurants.
sparky-VanessaMurdock-cheap_compare3-1	6.500	n/a	n/a	n/a	n/a	5.000	Joe's Shanghai and Dishes offer exceptional value among the selected restaurants. Dishes, which is a New American restaurant, has mediocre decor. It has very good food quality, and its price is 14 dollars. Joe's Shanghai is a Chinese restaurant, with mediocre decor. It has very good food quality, and its price is 23 dollars.
sparky-VanessaMurdock-cheap_recommend-1	6.500	n/a	n/a	n/a	n/a	4.667	Amy's Bread has the best overall quality among the selected restaurants. This Cafes restaurant has excellent food quality, with decent service. Its price is 12 dollars, and it is located in Midtown West.
sparky-VanessaMurdock-italianwestvillage_compare3-1	6.167	n/a	n/a	n/a	n/a	6.000	John's Pizzeria, Da Andrea, and Uguale offer exceptional value among the selected restaurants. Da Andrea's price is 28 dollars, and it has very good service, with good decor. John's Pizzeria's price is 20 dollars. It has decent service and mediocre decor. Uguale's price is 33 dollars, and it has very good service and good decor.
