id	avg.extra	avg.ems	avg.agree	avg.consc	avg.open	avg.naturalness	realization
random-compare2-Old_San_Juan-Veselka-14	5.500	4.750	3.750	4.500	3.250	2.500	Old San Juan and Veselka are rather great. Err... Old San Juan is a latin american restaurant and in Manhattan, also the staff isn't really quite good. I mean, Veselka is an east european place with rude waiters.
random-compare2-Old_San_Juan-Veselka-15	4.250	4.750	3.750	4.250	3.000	4.000	I suppose Old San Juan is in Manhattan with sort of unmannered waiters, kind of unmannerly waiters, you know. On the other hand, I mean, Veselka is located in Manhattan.
random-compare2-Old_San_Juan-Veselka-16	6.000	4.250	3.500	4.250	3.000	3.000	You want to know more about Veselka and Old San Juan? I see, actually, I guess Veselka, which doesn't have quite good waiters, is in Manhattan, you see? Old San Juan, which is a latin american restaurant, is in Manhattan with sort of unmannerly staff. I would consider them.
random-compare2-Old_San_Juan-Veselka-9	2.500	6.500	5.250	4.750	2.750	4.500	Err... actually, Veselka is located in Manhattan, you know but Old San Juan is in Manhattan.
random-compare2-Scopa-Shabu-Tatsu-10	4.250	6.000	5.750	4.750	4.500	5.000	Let's see, Shabu-Tatsu and Scopa... Oh well, Shabu-Tatsu, which features like, acceptable waiters, is a japanese eating house while Scopa is an italian and new american eating place and the waiters aren't nasty, you know. Actually, you would probably adore them.
random-compare2-Scopa-Shabu-Tatsu-11	4.500	3.000	3.500	3.250	2.750	4.000	Did you say Scopa and Shabu-Tatsu? Oh God ok, I would suggest them. Actually, Scopa offers really poor ambiance, although the waiters are somewhat friendly. Shabu-Tatsu, which provides mediocre ambience although this eating place has adequate waiters, is a japanese restaurant.
random-compare2-Scopa-Shabu-Tatsu-12	4.250	5.250	5.500	5.750	5.250	5.000	Right, i see, you would probably enjoy Scopa and Shabu-Tatsu, you know. Scopa has kind of friendly staff, rather nice waiters. Shabu-Tatsu, which offers adequate service, however, is a japanese place.
random-compare2-Scopa-Shabu-Tatsu-13	3.500	5.000	5.000	4.500	2.500	4.000	Right, oh gosh Shabu-Tatsu is a japanese eating house with welcoming staff, you know. Mmhm... actually, Scopa, which doesn't provide good ambiance even if this eating place features pa-pa-passable waiters, is an italian and new american restaurant.
random-compare2-Scopa-Shabu-Tatsu-14	4.750	2.750	3.000	3.000	3.250	3.000	Right, everybody knows that you would probably adore Scopa and Shabu-Tatsu. Although Scopa features poor atmosphere, basically, it has adequate waiters, nice waiters. Err... this restaurant is an italian and new american place. Shabu-Tatsu provides friendly service, although the ambience isn't somewhat good.
random-compare2-Scopa-Shabu-Tatsu-15	6.000	6.000	5.500	5.750	5.000	2.500	Let's see, Shabu-Tatsu and Scopa... Yeah, ok, Shabu-Tatsu features satisfactory service. However, Scopa doesn't provide sort of nasty staff. Actually, basically, I would recommend them.
random-compare2-Scopa-Shabu-Tatsu-16	2.250	4.250	5.750	4.750	3.750	4.500	Well, yeah, I would consider Scopa and Shabu-Tatsu. It seems to me that Shabu-Tatsu features acceptable waiters. However, Scopa just has really mediocre ambience.
random-compare2-Scopa-Shabu-Tatsu-9	2.250	4.000	3.250	3.750	3.000	2.000	Let's see what we can find on Shabu-Tatsu and Scopa. Yeah, right, I thought everybody knew that Shabu-Tatsu has... the waiters are just nice, but this restaurant offers like, bad ambience, though. Scopa provides poor ambiance. I suspect they're alright.
random-compare2-Soul_Fixins_-Walker_s-10	6.500	5.000	6.250	5.750	5.500	6.000	Did you say Walker's and Soul Fixins'? I might be darn wrong. Basically, Walker's's price is around 25 dollars. Soul Fixins''s price, on the other hand, is 15 dollars! Mmhm... I might suggest them.
random-compare2-Soul_Fixins_-Walker_s-11	5.000	5.750	5.500	5.500	5.250	5.000	Ok, well, I would consider Soul Fixins' and Walker's, I might su-suggest them, mate. Even if Walker's doesn't have good waiters, it's really affordable. This eating house is a bar snacks eating place. It seems to me that So-So-Soul Fixins' is a southern restaurant and the service is unmannerly.
random-compare2-Soul_Fixins_-Walker_s-12	4.500	4.500	5.500	5.000	3.750	3.500	Let's see, Walker's and Soul Fixins'... I don't know! Actually, Walker's is somewhat affordable while Soul Fixins''s price is... it's quite inexpensive. Mmhm... I might consider these eating houses.
random-compare2-Soul_Fixins_-Walker_s-13	4.000	2.750	3.000	3.750	2.250	5.000	Mmhm... I am not quite sure. Err... Walker's has bad service, bad waiters, even if it's kind of low-cost. It seems that Soul Fixins' has bad waiters.
random-compare2-Soul_Fixins_-Walker_s-14	2.750	4.000	2.750	4.000	2.250	2.500	Acceptable places. It seems that Walker's, which fe-features rather bad service, kind of bad waiters, even if this restaurant's price is around 25 dollars, is a bar snacks place. Err... Soul Fixins' doesn't have good waiters.
random-compare2-Soul_Fixins_-Walker_s-15	5.750	6.250	6.250	5.750	5.250	6.000	I see, Walker's, which is affordable, is a bar snacks place but Soul Fixins' is a southern restaurant, also it's somewhat cheap. Actually, basically, I would recommend them, you know.
random-compare2-Soul_Fixins_-Walker_s-16	4.250	4.250	5.250	4.000	3.500	3.500	I am not sure, would you be? Basically, it seems to me that Soul Fixins', which features really kind of unmannerly waiters, is a southern restaurant. Even if Walker's provides rather unmannered service, its price is 25 dollars. I believe you would love them.
random-compare2-Soul_Fixins_-Walker_s-9	6.000	3.750	3.000	3.500	2.750	2.500	I see, come on, Soul Fixins' is a southern eating place with unmannerly staff, ill-mannered waiters. I mean, it seems that Walker's is a bar snacks restaurant. Even if it's damn low-priced, this eating house has unmannered waiters.
random-recommend-Cent_anni-10	4.250	4.500	4.250	4.250	5.750	4.000	I am not sure. Cent'anni is... it's located in Manhattan, also the atmosphere is somewhat bloody poor, but it features tasty food though. Actually, this eating house, which provides quite acceptable service, is an italian restaurant. It's sort of the best eating place of its kind.
random-recommend-Cent_anni-11	4.750	3.750	4.000	5.250	3.000	6.500	I don't know! Err... I mean, I suppose Cent'anni is one of my favourite places, alright?
random-recommend-Cent_anni-12	3.500	5.750	5.500	5.750	3.500	4.500	Because Cent'anni is an italian restaurant with quite decent staff and rather nice food, I mean, I believe it's darn alright.
random-recommend-Cent_anni-13	6.750	6.000	5.750	6.000	5.000	5.000	Yeah, with sort of good food, Cent'anni is quite the best place of its kind pal!
random-recommend-Cent_anni-14	4.250	6.250	5.000	6.000	5.000	6.000	I see, even if Cent'anni is somewhat expensive, it provides tasty food. It seems that this eating place, which offers quite friendly service even if the atmosphere is damn poor, is located in Manhattan. I would advise this restaurant.
random-recommend-Cent_anni-15	3.750	4.250	5.250	4.250	3.750	5.000	Err... I don't know! Because Cent'anni features quite nice waiters, I would advise it.
random-recommend-Cent_anni-16	2.000	4.500	5.500	4.000	4.250	5.000	I mean, I might be sort of wrong. Because Cent'anni provides like, quite nice service, friendly waiters, I imagine you would appreciate it, you know.
random-recommend-Cent_anni-9	4.750	5.000	6.250	6.250	5.250	6.000	Did you say Ce-Cent'anni? I see, I mean, I would consider it because it has friendly staff and tasty food, you know buddy.
random-recommend-Chimichurri_Grill-10	4.750	6.250	5.250	5.500	5.000	4.500	Oh God well, Chimichurri Grill has mediocre ambiance, the waiters are really sort of passable though and it's a latin american restaurant! Even if the food is adequate, this eating house's price is 41 dollars. You would probably enjoy it.
random-recommend-Chimichurri_Grill-11	4.500	5.500	5.750	5.750	5.250	5.000	I would suggest... because this restaurant has adequate food, acceptable food, and rather friendly service, I guess you would like it mate, you know!
random-recommend-Chimichurri_Grill-12	2.500	4.500	3.500	4.750	4.250	2.000	I see, oh Chimichurri Grill is a latin american place with sort of poor atmosphere. Although it doesn't have rather nasty food, its price is 41 dollars. I suspect it's kind of alright.
random-recommend-Chimichurri_Grill-13	2.500	5.750	5.250	4.500	2.500	4.000	I see, because Chimichurri Grill is a latin american eating house, I would approve it, okay?
random-recommend-Chimichurri_Grill-14	4.500	5.750	6.500	5.250	3.750	6.500	Oh err... I think that Chimichurri Grill is the only restaurant that is any good, you know buddy.
random-recommend-Chimichurri_Grill-15	4.500	4.250	3.000	3.500	3.000	3.000	Err... I might be rather wrong. Because Chimichurri Grill is quite pricy, but the food is somewhat decent though, also this restaurant is a latin american place with passable waiters, adequate staff, and mediocre ambiance, you see? basically, it's the only place that is any good.
random-recommend-Chimichurri_Grill-16	3.250	3.750	3.000	3.500	2.250	4.500	Basically, Chimichurri Grill is err... in Midtown West, so I guess it's really kind of alright, it's a latin american restaurant, it offers quite mediocre ambience and its price is 41 dollars.
random-recommend-Chimichurri_Grill-9	4.500	3.750	5.250	4.000	4.500	5.000	Obviously, oh God Chimichurri Grill has like, quite adequate food, so it's the only re-restaurant I would consider, and it's a latin american place and located in Midtown West with ra-ra-rather friendly staff.
random-recommend-Edgar_s_Cafe-10	3.750	4.500	4.750	4.250	4.250	1.500	Err... oh I thought everybody knew that Edgar's Cafe offers ill-mannered service, so I guess you would like it, buddy and it's located in Manhattan with quite second-rate atmosphere, also it's a cafe eating place.
random-recommend-Edgar_s_Cafe-11	3.500	5.750	5.000	4.500	3.250	5.500	Err... I suppose Edgar's Cafe offers kind of acceptable food, so it isn't as bad as the others, and its price is... this eating house's price is around 19 dollars, you know.
random-recommend-Edgar_s_Cafe-12	2.750	6.500	6.000	4.750	5.000	5.500	Let's see what we can find on Edgar's Cafe. Mmhm... I am not rather sure pal. I mean, basically, Edgar's Cafe isn't as bad as the others.
random-recommend-Edgar_s_Cafe-13	2.000	2.500	5.500	5.750	3.000	5.500	Ob-ob-obviously, ba-ba-basically, Edgar's Cafe's price is 19 dollars, so I know this restaurant is sort of alright, and it's in Manhattan and a cafe place with nice food mate, you know.
random-recommend-Edgar_s_Cafe-14	4.500	5.750	5.000	5.250	4.500	3.000	Well, I would advise Edgar's Cafe. It offers kind of poor ambience. I think that this restaurant provides nice food, even if the service is somewhat damn bad.
random-recommend-Edgar_s_Cafe-15	4.250	2.000	3.750	2.250	2.000	1.500	Err... actually, I don't know. Edgar's Cafe, which is located in Manhattan with sort of rude waiters and rather bad ambience, is the only place that is any good!
random-recommend-Edgar_s_Cafe-16	6.750	4.750	4.500	5.000	4.500	1.500	Oh gosh ok, Edgar's Cafe is the best restaurant of its kind since this eating place, which doesn't offer good service, is in Manhattan with quite mediocre atmosphere, you know!
random-recommend-Edgar_s_Cafe-9	6.500	4.000	5.000	4.500	3.750	2.000	Did you say Edgar's Cafe? Mmhm... basically, I might be wrong. Because Edgar's Cafe, which doesn't offer nasty food, is darn inexpensive, I guess you would like this eating house, it's really alright!
random-recommend-Flor_De_Mayo-10	5.750	3.750	4.000	2.250	2.250	3.000	Ok, basically, Flor De Mayo offers poor ambience, so I believe it's alright, but it's kind of cheap though, also the staff is rather bad, it provides nice food though and this restaurant is in the Upper West Side, you know.
random-recommend-Flor_De_Mayo-11	7.000	3.750	6.000	5.500	3.500	4.000	Let's see what we can find on Flor De Mayo. Obviously, ok, it's a chinese and latin american place, so it's the only place I would consider, also it has... the food isn't quite nasty, and its price is 18 dollars, its price is 18 dollars!
random-recommend-Flor_De_Mayo-12	5.750	5.500	3.750	3.750	2.250	2.000	Did you say Flor De Mayo? Yeah, well, it's the best place of its kind. Actually, the atmosphere is somewhat second-rate, although this eating house is darn inexpensive. This restaurant, which has ill-mannered waiters, is a chinese and latin american eating place and in the Upper West Side.
random-recommend-Flor_De_Mayo-13	4.000	6.000	5.500	5.750	4.750	4.000	Mmhm... actually, I don't know. Flor De Mayo provides acceptable food, so I believe you would love this eating place, I imagine it's quite alright, pal, and its price is 18 dollars.
random-recommend-Flor_De_Mayo-14	4.500	4.750	4.250	3.750	3.000	5.000	Did you say Flor De Mayo? I am not sure. Basically, I guess Flor De Mayo is darn alright, I would suggest it. Although this eating house has really kind of mediocre ambience, it's quite inexpensive.
random-recommend-Flor_De_Mayo-15	6.500	3.750	4.250	4.000	3.750	3.500	You would probably appreciate Flor De Mayo. Mmhm... the staff is kind of bad, although the food is somewhat nice. I think that this restaurant, which offers poor ambience even if its price is 18 dollars, is located in the Upper West Side!
random-recommend-Flor_De_Mayo-16	5.750	6.250	5.000	6.000	4.250	6.000	Basically, it seems that Flor De Mayo is the only restaurant that is any good since it's a chinese and latin american eating place, you know.
random-recommend-Flor_De_Mayo-9	4.500	3.500	4.250	2.500	3.500	3.000	Let's see what we can find on Flor De Mayo. I am not quite sure. I would approve Flor De Mayo, I would recommend it. I mean, actually, its price is around 18 dollars, even if this eating house doesn't feature sort of good ambience.
random-recommend-Jin_Dal_Lae-10	5.500	5.500	5.250	4.000	3.750	3.000	You want to know more about Jin Dal Lae? Ok, it has quite nice food, even if it offers really poor ambience. I guess it's a korean place, its price is around 27 dollars, but the staff is bad though. I suspect it's alright.
random-recommend-Jin_Dal_Lae-11	5.000	3.000	3.500	2.000	3.000	2.000	Did you say Jin Dal Lae? Come on, i see, it has quite poor ambience, so I suspect you would enjoy this restaurant, also it's a korean place, a korean place, you know!
random-recommend-Jin_Dal_Lae-12	6.750	3.250	5.000	2.500	5.500	2.000	You want to know more about Jin Dal Lae? Oh because Jin Dal Lae offers quite second-rate atmosphere, but the food is sort of acceptable though, also it's... it's a korean restaurant, you know, alright? it's one of my favourite eating houses!
random-recommend-Jin_Dal_Lae-13	2.500	4.250	3.250	3.250	3.250	1.500	I suspect Jin Dal Lae is alright, it's the only place I would consider, you see? Although it features kind of bad waiters, it's low-cost. It seems that this restaurant is a korean place. Mmhm... although it just has bad atmosphere, the food is... the food is quite nice.
random-recommend-Jin_Dal_Lae-14	5.000	5.750	5.750	5.000	5.250	5.000	It seems that Jin Dal Lae is... its price is 27 dollars mate. This eating place, which provides like, sort of acceptable food, is in The Bronx. I would approve it, wouldn't you?
random-recommend-Jin_Dal_Lae-15	5.750	6.000	6.250	5.000	5.500	6.000	Basically, I would approve... since its price is 27 dollars pal, it isn't as bad as the others.
random-recommend-Jin_Dal_Lae-16	2.750	3.250	2.750	2.250	2.750	3.000	I see, mmhm... Jin Dal Lae has kind of adequate food, even if it offers rather poor ambience. This restaurant's price is 27 dollars, although the staff is somewhat bad. It's the only place that is any good, alright?
random-recommend-Jin_Dal_Lae-9	1.750	3.000	5.750	2.000	2.250	5.000	Err... actually, I don't know. Because Jin Dal Lae is damn low-cost with kind of nice food, basically, I guess you would like it, okay?
random-recommend-John_s_Pizzeria-10	3.750	4.250	4.750	3.750	4.000	5.000	I see, right, John's Pizzeria features rather good food, although it provides... it offers kind of poor atmosphere. I mean, you would probably love it, alright?
random-recommend-John_s_Pizzeria-11	4.500	6.250	4.500	5.000	4.500	6.000	Obviously, although John's Pizzeria doesn't feature sort of good staff mate, the food is tasty. Actually, it isn't mmhm... as bad as the others.
random-recommend-John_s_Pizzeria-12	1.750	2.500	2.500	2.750	2.000	3.000	I am not sure. Basically, I believe you would love Jo-Jo-John's Pizzeria since it's in Midtown with sort of bad waiters and quite bad atmosphere, you know buddy.
random-recommend-John_s_Pizzeria-13	4.750	2.000	1.250	3.750	2.000	6.000	Err... because John's Pizzeria features like, rather tasty food, you know, I know it's damn alright, okay?
random-recommend-John_s_Pizzeria-14	6.750	6.250	6.250	6.250	6.000	6.500	Let's see what we can find on John's Pizzeria. Actually, basically, I know you would adore it since it's an italian and pizza restaurant buddy!
random-recommend-John_s_Pizzeria-15	3.250	1.750	3.500	3.000	2.750	3.500	Let's see, John's Pizzeria... Oh God basically, it's darn inexpensive, so you would probably like it, it provides like, bad atmosphere, bad atmosphere, though and this eating place offers really good food.
random-recommend-John_s_Pizzeria-16	6.250	5.500	4.500	4.500	4.750	5.000	Did you say Jo-John's Pizzeria? Actually, basically, I thought everybody knew that it's price is 20 dollars, so there could be worse places, and the food is really quite good, alright?
random-recommend-John_s_Pizzeria-9	4.750	5.250	4.750	4.250	4.250	4.000	I don't know. John's Pizzeria, which offers rude staff, is in Midtown. Although the ambience is somewhat really sort of poor mate, the food is bloody nice. It's one of my favourite places.
random-recommend-Pepolino-10	5.250	4.000	5.000	2.750	2.250	4.500	Right, oh Pepolino is an italian place and located in TriBeCa/SoHo, so there... be worse restaurants, you would probably adore it, and it features sort of friendly waiters and rather tasty food, quite good food, okay?
random-recommend-Pepolino-11	2.000	4.000	5.250	5.000	3.250	3.500	I imagine you would appreciate Pepolino, you see? Although the atmosphere isn't kind of good, it offers sort of dainty food. Obviously, err... this eating house, which is an italian eating place, is located in TriBeCa/SoHo.
random-recommend-Pepolino-12	5.000	3.000	4.000	2.500	3.000	1.500	You want to know more about Pepolino? Ok, actually, it's the only place I would approve. Err... it's an italian place. This restaurant provides really bad atmosphere. It seems that it isn't cheap, you see?
random-recommend-Pepolino-13	2.000	3.750	5.750	4.500	1.750	5.000	Ok, well, Pepolino is the only restaurant I would advise, alright?
random-recommend-Pepolino-14	5.750	5.750	6.000	5.250	3.500	4.000	I see, I mean, it seems to me that there could be worse eating houses since Pepolino is... it's an italian eating place!
random-recommend-Pepolino-15	6.750	5.000	6.500	4.750	5.750	6.500	Mmhm... I mean, I believe you would love Pepolino!
random-recommend-Pepolino-16	4.750	3.250	2.750	3.750	3.000	1.000	Err... basically, I know you would adore Pepolino because this eating place, which is an italian restaurant, an italian eating house, with poor ambience, mediocre ambiance, and decent staff, is pricey, even if the food is just damn nice, you know, alright?
random-recommend-Pepolino-9	6.750	6.250	4.250	5.750	5.750	5.500	Right, Pepolino, which offers kind of decent staff, is just located in TriBeCa/SoHo. The food is bloody tasty, it provides nice food. Basically, it's the only restaurant I would advise.
random-recommend-Pietro_s-10	2.750	5.500	5.750	5.250	4.500	5.000	Ok, yeah, it seems to me that Pietro's, which features rather nice waiters, isn't as bad as the others buddy.
random-recommend-Pietro_s-11	3.750	4.500	5.000	5.250	3.500	5.000	Let's see, Pietro's... I don't know. Err... actually, Pietro's offers like, friendly staff, and nice food, so it's... it isn't as bad as the others, buddy, you know.
random-recommend-Pietro_s-12	3.500	4.250	4.500	3.750	2.750	1.000	Oh, even if Pietro's's price is... it's bloody costly, this restaurant provides sort of good food. It seems to me that it features rather poor ambience. You would probably adore this restaurant.
random-recommend-Pietro_s-13	5.000	4.750	5.750	5.500	5.000	5.000	Oh God ok, Pietro's is one of my favourite places, one of my favourite restaurants, because it's in Midtown West, also this re-restaurant's price is around 56 dollars.
random-recommend-Pietro_s-14	5.250	4.750	3.500	4.750	2.250	6.000	Ok, right, I thought everybody knew that Pietro's is the only restaurant that is any good since it's an italian and steak house eating house.
random-recommend-Pietro_s-15	5.750	5.500	5.250	5.750	5.500	6.000	Oh God yeah, I would consider Pietro's. The ambience is really sort of mediocre. This eating house has kind of tasty food, even if its price is 56 dollars.
random-recommend-Pietro_s-16	6.000	6.250	6.000	5.750	5.250	6.000	Err... actually, I believe you would love Pietro's since it's located in Midtown West, you know.
random-recommend-Pietro_s-9	3.500	4.500	3.750	4.250	2.500	4.500	Come on, oh gosh Pietro's offers quite nice food, so it's... it's the only restaurant that is any good, and the staff is just decent.
random-recommend-Trattoria_Rustica-10	2.500	6.500	5.750	5.750	2.500	6.000	Basically, Trattoria Rustica is the only place that is any good since this eating place is... it's an italian restaurant, you know, you see?
random-recommend-Trattoria_Rustica-11	2.000	6.000	5.250	4.000	1.750	6.000	Did you say Trattoria Rustica? Yeah, ok, I would advise it pal.
random-recommend-Trattoria_Rustica-12	5.000	5.000	4.000	5.750	5.250	3.500	Trattoria Rustica's price is around 35 dollars! Err... this eating place, which features kind of second-rate ambience, is located in Manhattan. Basically, I would recommend it.
random-recommend-Trattoria_Rustica-13	6.000	5.250	5.500	5.750	3.750	5.500	Right, actually, everybody knows that you would probably like Trattoria Rustica since this eating house, which offers like, satisfying food, and kind of satisfactory waiters, is in Manhattan.
random-recommend-Trattoria_Rustica-14	6.500	5.750	4.250	4.250	5.000	2.000	Yeah, oh I would approve Trattoria Rustica, wouldn't you? Err... even if it provides satisfactory food, this eating place is high-priced. The atmosphere is second-rate pal!
random-recommend-Trattoria_Rustica-15	4.250	3.750	6.000	4.500	2.250	4.500	Actually, I mean, I don't know. Err... mmhm... Trattoria Rustica is the best because it's an italian restaurant.
random-recommend-Trattoria_Rustica-16	6.750	3.000	5.500	3.500	4.250	5.000	Mmhm... basically, Trattoria Rustica is... so I believe you would love it, it's an italian restaurant, and this restaurant is located in Manhattan, also the waiters are just damn friendly and it provides rather nice food.
random-recommend-Trattoria_Rustica-9	4.750	4.500	5.000	4.750	4.500	3.000	Let's see, Trattoria Rustica... Yeah, oh God it features like, nice waiters, the atmosphere is poor though, it provides bad atmosphere, and it's in Manhattan. Err... the food isn't nasty, although its price is 35 dollars, mate. I would approve it, wouldn't you?
random-recommend-Vinnie_s_Pizza-10	5.500	6.250	6.000	6.000	4.250	6.000	Because Vinnie's Pizza's price is around 13 dollars, you would I mean, you know probably enjoy it pal!
random-recommend-Vinnie_s_Pizza-11	2.500	3.500	5.500	4.250	2.250	5.500	Oh gosh I mean, Vinnie's Pizza is the only place that is any good because the food is rather nice, okay?
random-recommend-Vinnie_s_Pizza-12	4.000	4.500	2.500	4.250	1.750	2.500	I might be wrong. I guess you would probably appreciate Vinnie's Pizza. Err... basically, it's a pizza place, also this restaurant offers quite bad service and really bad atmosphere.
random-recommend-Vinnie_s_Pizza-13	4.250	2.250	3.750	3.250	3.500	3.000	Ok, although Vinnie's Pizza has awful ambience, its price is 13 dollars. Even if the waiters are bad, I mean, the food is just nice somewhat, the food is quite decent. It's located in Manhattan. There could be worse places, alright?
random-recommend-Vinnie_s_Pizza-14	6.000	6.000	5.750	6.000	5.500	6.000	Oh, although Vinnie's Pizza provides rather unmannerly service, its price is around 13 dollars. Obviously, I mean, it's one of my favourite restaurants, I would advise it.
random-recommend-Vinnie_s_Pizza-15	6.000	5.000	6.500	5.750	4.000	6.500	Ob-obviously, oh gosh Vinnie's Pizza is the only restaurant I would suggest mate.
random-recommend-Vinnie_s_Pizza-16	7.000	5.000	5.500	3.750	6.250	6.500	Actually, I imagine you would appreciate Vinnie's Pizza since it's just bloody cheap, it's the only place that is any good pal!
random-recommend-Vinnie_s_Pizza-9	6.750	4.000	6.500	5.750	3.750	5.000	Oh gosh yeah, Vinnie's Pizza, which is in Manhattan, located in Manhattan, you know, is the only place I would advise pal!
