@relation 'ear-liwc-speech-act-mrc-weka.filters.unsupervised.attribute.Remove-R105-118-weka.filters.unsupervised.attribute.Remove-R16,109-546,552-574,580-607-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R118-122-weka.filters.unsupervised.attribute.Remove-R119-122'

@attribute word-per-sec numeric
@attribute voiced-time numeric
@attribute pitch-mean numeric
@attribute pitch-min numeric
@attribute pitch-max numeric
@attribute pitch-stddev numeric
@attribute pitch-slope numeric
@attribute int-mean numeric
@attribute int-min numeric
@attribute int-max numeric
@attribute int-stddev numeric
@attribute AOA numeric
@attribute BROWN-FREQ numeric
@attribute CONC numeric
@attribute FAM numeric
@attribute IMAG numeric
@attribute K-F-FREQ numeric
@attribute K-F-NCATS numeric
@attribute K-F-NSAMP numeric
@attribute MEANC numeric
@attribute MEANP numeric
@attribute NLET numeric
@attribute NPHON numeric
@attribute NSYL numeric
@attribute T-L-FREQ numeric
@attribute WC numeric
@attribute WPS numeric
@attribute Qmarks numeric
@attribute Unique numeric
@attribute Dic numeric
@attribute Sixltr numeric
@attribute Abbreviations numeric
@attribute Emoticons numeric
@attribute Pronoun numeric
@attribute I numeric
@attribute We numeric
@attribute Self numeric
@attribute You numeric
@attribute Other numeric
@attribute Negate numeric
@attribute Assent numeric
@attribute Article numeric
@attribute Preps numeric
@attribute Number numeric
@attribute Affect numeric
@attribute Posemo numeric
@attribute Posfeel numeric
@attribute Optim numeric
@attribute Negemo numeric
@attribute Anx numeric
@attribute Anger numeric
@attribute Sad numeric
@attribute Cogmech numeric
@attribute Cause numeric
@attribute Insight numeric
@attribute Discrep numeric
@attribute Inhib numeric
@attribute Tentat numeric
@attribute Certain numeric
@attribute Senses numeric
@attribute See numeric
@attribute Hear numeric
@attribute Feel numeric
@attribute Social numeric
@attribute Comm numeric
@attribute Othref numeric
@attribute Friends numeric
@attribute Family numeric
@attribute Humans numeric
@attribute Time numeric
@attribute Past numeric
@attribute Present numeric
@attribute Future numeric
@attribute Space numeric
@attribute Up numeric
@attribute Down numeric
@attribute Incl numeric
@attribute Excl numeric
@attribute Motion numeric
@attribute Occup numeric
@attribute School numeric
@attribute Job numeric
@attribute Achieve numeric
@attribute Leisure numeric
@attribute Home numeric
@attribute Sports numeric
@attribute TV numeric
@attribute Music numeric
@attribute Money numeric
@attribute Metaph numeric
@attribute Relig numeric
@attribute Death numeric
@attribute Physcal numeric
@attribute Body numeric
@attribute Sexual numeric
@attribute Eating numeric
@attribute Sleep numeric
@attribute Groom numeric
@attribute Swear numeric
@attribute Nonfl numeric
@attribute Fillers numeric
@attribute Period numeric
@attribute Comma numeric
@attribute Colon numeric
@attribute SemiC numeric
@attribute QMark numeric
@attribute Exclam numeric
@attribute Dash numeric
@attribute Quote numeric
@attribute Apostro numeric
@attribute Parenth numeric
@attribute OtherP numeric
@attribute AllPct numeric
@attribute ASSERTION numeric
@attribute COMMAND numeric
@attribute PROMPT numeric
@attribute QUESTION numeric
@attribute EXT.S numeric

@data
1.683041,1007.7,227.4,27.52,631.52,104.95,388.57,70.15,54.8,86.63,7.91,270.580247,1902.802234,314.51757,603.316055,335.222462,6249.152062,14.165593,328.498711,379.154362,648.081081,3.231063,2.586818,1.134075,31171.496703,1696,8.97,1.89,25.41,84.43,8.43,1.12,0,18.57,7.37,0.65,8.02,2.54,5.13,3.01,1.65,3.54,8.2,1.06,2.65,1.18,0.41,0,1.42,0.06,0.35,0.12,7.84,1.53,2.18,2.12,0.06,3.36,1,2.59,1.12,1.36,0.12,11.03,1.89,8.43,0,0.41,0.18,3.54,6.72,15.57,0.65,3.18,1.42,0.24,5.9,3.54,1.65,1.18,0.88,0.24,0.06,0.94,0.53,0.35,0.06,0,0.06,0.29,0.18,0.12,0.71,0.18,0.12,0.12,0.53,0.12,0.47,0.71,1.36,12.44,4.19,0.18,0,1.95,0,0.12,0,1.65,0,11.32,31.84,0.709957,0.069264,0.056277,0.164502,3.75
0.304753,1020.5,223.03,21.14,658.91,130.63,290.25,69.65,23.66,86.8,8.72,309.75,2152.849057,323.534137,602.298805,339.49004,9048.940959,14.162362,338.446494,382.311203,672,3.40146,2.790598,1.164706,38518.415638,311,5.36,2.89,46.3,81.35,6.11,0,0,15.76,7.72,0.32,8.04,1.93,2.25,3.22,3.54,6.43,7.07,4.18,3.54,2.89,0.64,0.32,0.64,0,0.32,0,4.18,0.32,1.61,0.64,0,1.29,0.32,1.29,0.64,0.64,0,6.75,0.64,4.5,0,0,1.29,2.89,3.54,13.83,0,4.5,1.61,0.96,7.4,3.86,1.61,2.89,1.61,0.32,0.96,0.96,0.32,0.32,0.32,0,0,0,0,0,0.64,0.32,0.32,0,0,0,0.32,3.86,0,19.29,4.82,0,0,2.89,0,0,0,1.29,0,19.29,47.59,0.75,0.058824,0.044118,0.147059,2.5
2.957918,411.1,195.88,32,597.31,113.68,235.43,65.14,54.43,85.47,6.72,267.428571,1965.339606,320.670874,603.982726,335.977927,6048.278117,14.120314,329.460331,378.653162,656.074074,3.342241,2.632381,1.135683,29374.629235,1216,7.7,2.63,32.07,79.93,7.81,0,0,16.94,7.65,0.25,7.89,4.52,1.32,2.96,2.63,3.29,11.43,1.97,2.96,2.22,0.58,0.16,0.66,0,0.33,0.16,9.7,0.99,2.3,2.71,0.08,2.22,0.66,3.29,1.32,1.73,0.16,9.46,1.97,6.25,0,0.33,0.74,3.45,4.03,17.27,0.9,4.11,1.32,0.74,4.36,3.12,1.97,1.07,0.66,0.16,0.16,0.58,0.33,0.16,0,0.08,0.99,0.08,0,0.08,0.99,0.16,0.25,0.08,0.66,0,0.25,0.82,0.08,10.94,8.39,0.08,0,2.71,0,0,0,5.02,0,6.74,33.88,0.66092,0.057471,0.057471,0.224138,3.125
1.544039,744.8,197.44,35.73,626.78,101.41,259.79,64.74,17.66,86.27,8.09,290.136364,1880.238,319.349946,600.572187,341.077495,6482.340734,13.777992,314.934363,377.340757,634.454545,3.364319,2.653148,1.147638,29851.453207,1150,4.83,3.83,34.52,81.22,8.09,0,0,16.87,5.91,0.52,6.43,4.17,2.78,1.65,3.04,5.04,8,1.91,7.22,2.52,0.35,0.26,4.7,0.17,3.57,0.26,6,1.04,1.57,1.22,0.17,2.26,0.35,2.43,0.61,1.04,0.26,10.61,1.22,7.65,0.09,0.17,1.04,2.52,3.65,16.26,0.61,3.22,1.3,0.35,2.96,4.35,2.09,0.96,0.43,0,0.43,0.61,0.26,0.26,0,0.09,0.17,0.52,0.35,0.17,2.61,0.7,1.3,0.7,0.26,0,3.3,0,0.09,18.35,4.43,0,0,3.91,0,0,0,0.43,0,9.65,36.78,0.704981,0.045977,0.065134,0.183908,4.375
2.16229,635.9,209.49,34.68,632.59,114.76,292.46,65.64,22.35,87.37,7.89,279.46875,1934.40032,306.418054,602.42019,324.855047,6421.978056,14.197492,334.60815,369.480251,589.263158,3.307991,2.675127,1.166667,30078.470386,1375,5.52,2.69,26.33,81.38,7.49,0,0,18.55,6.69,1.31,8,4.07,2.55,2.47,2.91,3.71,8.44,2.4,4.15,2.4,0.36,0.22,1.75,0,0.29,0.44,9.75,0.8,2.25,3.71,0.22,3.78,0.87,2.4,0.73,1.6,0.07,11.35,2.47,8.07,0,0.29,0.36,3.27,3.27,18.18,0.87,2.04,0.73,0,2.62,5.02,1.6,2.18,1.09,0.73,0.8,0.58,0,0.15,0.15,0.22,0.22,0,0,0,0.29,0.15,0,0.22,0,0,0,1.02,0.29,17.6,2.98,0.07,0,2.91,0,0.15,0,2.4,0,13.45,39.56,0.751773,0.031915,0.060284,0.156028,4.25
1.307359,462,243.16,23.49,609.76,120.82,367.77,64.94,55.09,86.32,5.42,244.25,2074.677138,313.8463,605.520599,332.867041,5045.234991,14.210978,342.125214,384.534615,550,3.044143,2.456401,1.107877,25710.131737,604,6.86,0.66,36.26,85.93,6.13,0,0,22.68,10.76,1.32,12.09,4.47,1.32,3.97,1.82,1.99,8.11,0.5,5.3,3.97,1.16,0,1.32,0,0.17,0,8.61,1.66,3.64,1.66,0.17,3.97,0.66,2.81,0.5,1.66,0.17,9.93,2.32,7.28,0,0,0.33,2.98,6.62,22.68,1.49,2.81,0.99,0.5,2.65,4.47,1.66,0.99,0.5,0,0.5,1.49,0.5,0.17,0.17,0.66,0.17,0.17,0.17,0,1.32,0.5,0,0.99,0.5,0,0.17,0.99,0.5,15.56,11.92,0.17,0,0.66,0,0.17,0,7.62,0,17.72,53.81,0.813725,0.019608,0.088235,0.078431,2.375
4.84507,213,249.54,41.44,616.67,89.24,340.05,60.01,-13.83,85.64,7.04,307.472727,1934.948148,310.842466,604.18743,329.795735,6812.151042,14.376042,347.123958,373.22287,611.625,3.267286,2.610918,1.141631,31952.373272,1032,7.22,3,28.78,87.21,8.91,0.97,0,19.57,7.27,1.36,8.62,3.1,4.36,3.97,0.68,4.94,8.91,1.45,2.42,1.74,0.48,0.29,0.68,0,0.1,0.29,7.27,1.16,1.55,2.71,0.1,2.52,0.39,2.42,0.39,1.65,0.29,12.4,2.13,8.91,0.1,0.29,0.58,1.94,3.68,19.48,1.65,3.29,0.68,0.1,5.14,3.88,4.46,2.13,1.65,0.29,0.19,0.97,0.97,0,0,0,0.39,0,0,0,0.78,0.39,0,0.19,0,0.19,0.1,0.29,1.16,13.18,2.03,0.58,0,3,0,0,0,1.84,0,5.43,26.07,0.711656,0.055215,0.03681,0.196319,3.285714
2.47093,619.2,249.51,28.25,636.6,110.77,339.26,63.97,18.56,85.8,7.35,277.08642,1892.177617,319.536962,602.792994,340.152866,5686.734286,14.070714,319.894286,381.639535,642.967742,3.261603,2.609833,1.147801,27712.046875,1530,8.36,0.78,27.97,79.41,7.65,0,0,18.24,8.63,0.92,9.54,3.01,2.75,2.48,4.12,2.81,9.87,1.9,5.36,3.79,0.65,0.13,1.5,0.13,0.46,0.13,7.52,1.11,2.35,2.48,0.46,2.61,0.65,2.16,0.26,1.57,0.33,9.61,1.76,6.8,0.07,0.26,0.59,3.27,3.2,18.1,1.31,2.42,0.78,0.07,3.01,3.59,2.03,1.7,1.05,0.39,0.52,0.78,0.72,0,0.07,0,0.07,0.26,0.07,0.2,0.92,0.72,0.13,0.07,0.07,0.07,0.2,1.5,0.33,11.57,9.87,0.13,0,0.78,0,0.33,0,4.44,0,7.78,34.9,0.787565,0.020725,0.119171,0.072539,3
2.652373,415.1,239.61,46.16,633.82,114.25,318.29,64.77,35.4,87.22,8.23,312.229508,2065.884073,309.264673,601.990291,330.050756,7133.04249,14.183794,334.37747,375.042383,634.483871,3.410732,2.745556,1.174924,32458.320713,1101,8.16,1,32.52,80.65,9.72,0,0,15.99,8.99,0.64,9.63,1.91,1,2.18,0.91,4.54,9.81,1.54,4.81,3.81,1.18,0.73,1,0,0.27,0.09,8.54,1.09,2.72,2.54,0.18,2.82,1,1.36,0.73,0.45,0.09,5.27,0.64,3.72,0.09,0.18,0.54,3.72,2.27,17.08,1.09,2.54,0.91,0.18,5,4.18,1.82,2.36,1.36,0.36,1,0.54,0.27,0.09,0,0.18,0.27,1.27,0.73,0.54,0.91,0.54,0.18,0.36,0,0,0.09,1.18,0.64,12.62,3.09,0,0,1,0,0.09,0,1.73,0,18.98,37.51,0.826667,0.04,0.053333,0.08,4.125
2.196888,745.6,228.52,34.56,649.05,107.72,315.57,66.12,10.92,86.61,8.7,283.111111,1913.714286,313.415418,603.070827,332.473352,7104.008286,14.186106,338.26195,371.38795,662.341463,3.339861,2.729371,1.156352,32943.769769,1638,9.69,0.73,28.69,82.72,10.01,0.06,0,18.74,6.53,1.71,8.24,2.81,4.27,3.11,1.59,4.27,8.49,1.4,3.85,2.5,0.55,0.12,1.34,0,0.31,0.24,7.2,1.28,1.77,2.32,0.24,2.63,0.98,1.83,0.73,0.92,0.18,12.7,1.47,9.16,0.06,1.1,0.73,3.24,5.43,16.54,0.85,2.93,1.34,0.31,7.51,3.54,1.65,2.56,1.77,0.31,0.61,1.16,0.67,0.06,0.06,0.43,0.67,0.37,0.37,0,0.43,0.18,0.06,0.18,0,0,0.18,0.61,0.18,10.5,5.68,0.12,0,0.73,0,0.06,0,5.13,0,4.64,26.86,0.810811,0.032432,0.081081,0.075676,3.5
1.579849,583.6,233.28,31.02,626.34,109.13,329.33,67.52,26.24,86.74,8.13,286.927273,1867.716381,319.053836,601.912117,337.331558,5553.138955,14.079572,321.774347,382.593103,638.833333,3.276146,2.597132,1.159174,26703.39213,922,5.8,1.41,30.91,80.8,7.59,0,0,17.57,8.13,0.54,8.68,4.01,2.82,5.21,3.58,3.25,8.03,1.52,4.56,3.04,0.54,0,1.52,0.11,0.54,0.11,8.13,1.84,2.82,1.95,0.33,1.41,1.19,4.34,0.33,3.69,0.22,12.8,4.23,7.81,0.11,0.11,0.22,5.1,3.9,18.66,0.65,2.71,1.3,0,1.95,3.47,1.63,0.76,0.22,0.43,0.22,0.76,0.65,0,0,0.11,0.33,0.33,0.33,0,0.65,0,0.43,0.22,0,0,0.54,1.08,0.54,18.87,3.47,0.11,0,1.41,0,0.11,0,1.63,0,19.31,44.9,0.765957,0.058511,0.090426,0.085106,4.125
1.670346,271.8,179.85,33.45,606.25,104.82,289.88,67.58,28.92,86.97,8.05,328.571429,2041.515815,308.246459,602.838889,324.883333,7016.978622,13.940618,328.515439,361.947977,723,3.429561,2.669291,1.210402,32478.897098,454,11.07,0.44,44.71,81.94,13,0.44,0,17.84,8.37,1.32,9.69,1.54,1.98,3.08,1.54,4.85,11.23,6.17,1.32,0.44,0,0,0.88,0,0.88,0,7.71,1.98,1.76,3.08,0,2.86,0.44,0.66,0.22,0.44,0,6.61,0.44,4.85,0.66,0,0.44,1.98,3.3,15.42,0.22,1.76,0.22,0,5.51,4.63,2.42,5.07,4.19,1.1,0.44,0.66,0.44,0,0,0.22,1.1,0,0,0,1.32,0,0.44,0.88,0,0,1.1,0.88,0,10.13,1.76,0,0,0.44,0,0.44,0,5.51,0,0,18.28,0.867925,0.056604,0.037736,0.037736,3.25
2.163362,337.9,243.04,49.72,602.78,108.81,309.05,66.76,54.94,86.72,7.06,307.935484,1870.259819,310.259567,602.93801,330.203915,5636.28869,14.214286,339.69494,378.359932,643.833333,3.29927,2.638752,1.14093,26862.431177,731,5.76,1.78,34.2,82.63,8.07,0,0,18.06,7.8,0.55,8.34,2.87,3.42,2.46,2.33,4.1,7.39,1.23,3.56,2.19,0.41,0.14,1.37,0.14,0.68,0,8.34,0.55,2.33,2.6,0.14,3.97,0.96,1.09,0.55,0.55,0,9.99,1.64,7.11,0.14,0.27,0.41,2.87,2.05,18.47,1.64,2.33,0.55,0.55,3.69,5.06,1.23,1.23,0.82,0.27,0.27,0.96,0.55,0,0.27,0.14,0.41,0.27,0.27,0,0.82,0.14,0.41,0,0,0.41,0.55,1.23,0.68,16.96,2.33,0.14,0,1.78,0,0,0,1.23,0,8.07,30.51,0.759124,0.036496,0.10219,0.10219,4.375
0.679079,837.9,229.14,42.22,632.56,121.63,256.69,70.52,54.1,86.54,7.36,272.2,1790.434077,317.045351,602.102222,332.3,4585.414343,14.153386,316.691235,386.117783,611.3,3.404762,2.7,1.195171,22723.940639,569,5.22,2.11,37.96,84.18,7.73,0,0,16.7,8.44,0.18,8.61,2.99,2.28,2.11,5.98,2.11,6.68,1.05,4.92,3.16,0.53,0,1.76,0.18,0.88,0.18,11.95,1.76,4.04,3.51,0,3.51,1.05,3.34,1.23,1.58,0.35,10.37,2.11,5.8,0.35,0,1.76,3.69,2.99,18.1,1.23,1.41,0.18,0.18,2.99,4.57,1.93,2.28,1.93,0.35,0,0.53,0,0.35,0,0.18,0.18,0,0,0,0.7,0,0.35,0.18,0.18,0,0.88,0.88,0.53,21.27,4.04,0,0,2.46,0,0,0,0.7,0,24.6,53.08,0.759124,0.036496,0.094891,0.109489,3.875
0.704949,1285.2,213.38,28.47,637.96,115.91,235.14,69.37,54.84,86.66,7.07,287.603175,1888.429471,306.475317,601.44337,322.810773,7797.456576,14.040943,325.400744,364.301153,651.590909,3.54678,2.772599,1.199485,35486.052989,906,5.85,1.77,35.54,79.47,11.7,0,0,13.69,4.53,0,4.53,3.86,2.98,3.09,3.42,5.3,9.05,1.66,2.98,2.32,0.22,0.22,0.66,0,0.44,0.11,8.28,1.66,2.43,2.1,0.55,3.53,0.55,1.99,0.99,0.88,0,9.16,1.21,6.84,0,0,0.44,3.31,4.08,15.12,0.88,2.76,0.66,0.44,3.97,4.53,1.55,1.99,1.1,0.55,0.22,0.66,0.11,0.55,0,0,0.44,0,0,0,0.22,0.11,0,0.11,0,0,0.44,1.99,0.44,16.56,2.1,0,0,1.77,0,0.22,0,2.21,0,10.71,33.55,0.710843,0.048193,0.120482,0.120482,2
2.110021,387.2,265.09,55.17,627.58,101.79,335.86,63.89,28.62,86.26,7.34,267.095238,1931.748299,311.968657,602.847384,333.988372,5915.740691,14.12633,331.539894,382.19697,586.684211,3.270449,2.632653,1.126514,28394.155354,817,6.98,1.71,34.88,80.29,8.81,0,0,17.87,8.45,1.1,9.55,3.3,2.94,1.84,2.2,2.69,8.32,0.49,4.65,3.18,0.49,0.12,1.22,0.24,0.12,0,7.22,1.35,1.84,1.96,0,2.45,0.37,3.55,0.86,2.45,0,12.12,3.43,7.59,0.24,0.12,0.73,3.18,4.28,17.14,1.47,1.84,0.24,0.49,4.53,3.79,1.96,0.86,0.49,0.12,0.37,0.12,0,0,0.12,0,0.12,0,0,0,0.49,0.24,0.12,0.24,0,0,0,1.47,0.86,16.52,3.92,0.12,0,1.84,0,0.12,0,1.47,0,29.38,53.37,0.81457,0.019868,0.039735,0.125828,4.125
1.109232,887.1,229.5,14.75,625.89,119.1,311.09,69.68,54.73,86.6,8.14,285.78,1844.203529,317.178385,601.015404,334.835687,5636.492045,13.797727,308.8875,375.34221,608.307692,3.220358,2.58162,1.16055,27340.081925,984,4.3,2.95,33.74,76.42,7.01,0,0,16.77,7.52,0.81,8.33,2.34,2.34,1.63,3.56,3.15,8.54,1.63,5.08,3.15,0.1,0,1.93,0,1.32,0.41,6.4,0.61,1.32,2.24,0.1,2.44,0.71,1.63,0.61,0.71,0.1,7.72,0.91,5.69,0.1,0.2,0.61,3.46,2.74,16.67,0.61,3.25,1.12,0.51,2.54,3.66,3.05,1.52,1.12,0.2,0.3,1.22,0.1,0.3,0.1,0.71,0.2,1.12,1.12,0,1.22,0.61,0.41,0.51,0,0,1.22,0.61,0.1,22.15,1.52,0,0,3.05,0,0.2,0,1.63,0,14.63,43.19,0.701613,0.032258,0.137097,0.129032,4.625
0.421406,1459.4,217.67,19.56,652.36,118.72,362.43,68.55,54.49,87.18,6.31,329.947368,1907.934783,304.09407,603.376984,321.186508,6783.771626,14.084775,337.453287,359.155136,595.882353,3.6543,2.975701,1.242105,31732.349057,615,9.46,0.33,41.95,77.56,12.2,0,0,16.26,4.72,1.14,5.85,4.39,1.95,4.39,1.95,5.04,10.08,1.79,3.09,1.95,0.49,0.33,1.14,0,0.33,0.33,7.97,1.3,3.09,2.6,0,2.6,0.33,0.65,0.16,0.49,0,9.76,1.63,7.64,0,0,0.33,3.09,3.74,17.89,0.33,3.9,1.46,0.33,4.23,5.53,0.81,1.79,1.46,0.33,0.16,0.49,0.33,0,0,0.16,0.33,0.16,0.16,0,1.3,1.3,0,0.16,0,0,0.16,0.81,0,10.73,6.67,0,0,0.33,0,0.81,0,5.69,0,3.09,27.32,0.850746,0.059701,0.029851,0.059701,1.5
2.738739,444,195.17,30.82,630.26,110.05,254.65,64.27,52.82,84.34,5.2,324.684932,1722.874185,307.061834,600.93361,324.208506,6030.206673,14.009268,327.038925,363.80602,634.923077,3.540323,2.800205,1.160748,28530.585559,1216,7.15,4.28,31.74,79.85,11.1,0.08,0,14.23,3.62,0.49,4.11,4.85,1.32,2.38,4.03,3.7,7.89,2.55,3.54,2.8,0.49,0.25,0.74,0.08,0.25,0.16,7.81,0.9,1.15,2.8,0.25,3.87,0.33,0.9,0.08,0.41,0.08,9.13,0.66,6.83,0,0,1.32,3.04,3.21,16.61,0.9,4.36,1.73,0.25,4.28,5.18,1.81,1.64,0.66,0.74,0.58,0.41,0.33,0,0,0.08,0.9,0,0,0,0.9,0.16,0,0.58,0.08,0.16,0.16,1.23,0.74,10.2,6,0,0,4.44,0,0.16,0,3.12,0,7.4,31.33,0.574879,0.038647,0.125604,0.26087,3.5
2.4845,225.8,187.03,38.91,599.86,121.87,210.9,64.42,54.29,83.73,5.14,330.791667,1998.252485,297.133333,601.875,316.471491,6730.747515,14.365805,344.88668,362.445455,648.5,3.214844,2.519016,1.107505,31926.446429,561,8.77,1.43,34.58,83.42,8.38,0.89,0,15.51,7.13,0.36,7.49,4.81,0.71,3.57,2.85,3.21,11.05,3.92,2.32,1.25,0,0.18,1.07,0.18,0.18,0.18,7.49,0.89,2.32,2.14,0.36,5.35,1.43,2.5,0.71,1.43,0.36,8.02,1.78,5.88,0,0,0.36,2.85,2.5,17.65,1.43,5.7,2.32,0.53,5.35,4.63,1.96,2.14,0.89,0.53,0.89,0.18,0.18,0,0,0,0.36,0,0,0,0.53,0.18,0.18,0,0.36,0,0.18,0.71,2.32,13.19,3.74,0,0,1.6,0,0.53,0,4.63,0,5.17,28.88,0.730769,0.102564,0.051282,0.115385,4
0.812173,535.6,223.99,26.7,652.13,136.22,306.91,64.28,18.33,85.34,6.72,244.625,1829.019185,306.912,603.732984,328.272251,7327.67381,14.252381,340.347619,369.896739,665.454545,3.356643,2.631016,1.148148,31951.121827,435,4.73,3.45,49.66,81.61,9.89,0,0,15.4,5.06,1.61,6.67,3.68,1.38,4.83,2.99,5.52,9.2,2.53,5.06,2.3,0,0,2.76,0,1.84,0.69,7.36,0.69,1.61,0.92,0.46,2.99,0.46,1.84,0.69,0.69,0.23,9.2,1.15,6.9,0,0.23,0.46,3.91,1.84,17.7,3.22,5.52,1.38,0,2.99,6.9,2.07,1.15,0.46,0.23,0.69,0.69,0,0.46,0,0.23,0.23,0.69,0.46,0.23,1.61,0.23,1.15,0.23,0,0,1.61,1.15,0,18.16,3.45,0,0,3.45,0.23,0,0,7.82,0,0,33.1,0.721649,0.041237,0.072165,0.164948,1.875
0.803314,1074.3,206.57,41.11,606.37,111.6,128.99,71.47,54.73,86.37,7.26,281.6,1681.458108,310.538578,601.866966,336.889387,6681.051862,13.993351,329.49734,377.100619,659.8125,3.401042,2.70624,1.166893,30818.636232,863,8.63,2.2,35.92,85.05,9.73,0,0,15.06,4.06,1.27,5.33,2.67,4.17,3.13,3.24,4.52,8.34,2.67,4.75,3.94,0.58,0.23,0.81,0.12,0.46,0.12,5.33,0.7,1.39,1.27,0.35,2.9,1.16,2.2,0.93,0.93,0.35,10.43,1.16,8.23,0,0,0.35,2.55,4.4,16.57,0.46,4.4,1.39,0.58,4.52,4.52,3.48,1.74,0.93,0.46,0.46,1.97,0,0.81,0,1.16,0.35,0.23,0.23,0,0.7,0.23,0.46,0,0,0.12,0.58,4.4,0.93,9.62,9.04,0,0,2.2,0,0,0,2.32,0,13.56,36.73,0.712,0.048,0.08,0.16,4.25
1.960693,213.7,230.37,52.35,592.27,99.44,304.66,62.18,35.52,86.67,7.1,305.40625,1871.518617,317.845272,597.768156,341.156425,6491.035897,13.964103,307.535897,380.267062,642.642857,3.441624,2.701705,1.178947,28820.076503,419,4.99,3.82,51.31,77.8,11.22,0,0,15.99,5.73,1.19,6.92,4.3,1.19,2.63,6.68,4.3,8.35,1.91,5.25,4.53,0.95,0.24,0.72,0,0,0.72,7.4,0.95,2.63,1.19,0,1.43,0.72,2.15,0.48,1.43,0.24,10.02,1.67,6.92,0,0,0.95,2.63,5.01,15.51,0.48,4.77,1.91,0.48,4.3,2.86,1.67,0.48,0.48,0,0,0.95,0.24,0,0.24,0.48,0.48,0.72,0.48,0.24,1.19,0.72,0.24,0,0.48,0.24,0,0.24,0,18.62,1.91,0,0,3.82,0,0.48,0,5.25,0,2.86,32.94,0.67033,0.043956,0.098901,0.186813,3.125
1.691339,587.7,211.14,37.43,640.36,124.78,318.45,62.72,37.25,86.64,6.69,310.642857,1837.379908,308.823755,602.450563,328.270338,6477.558456,14.003405,337.514188,370.698953,603.952381,3.391546,2.712687,1.174971,29679.535316,994,5.4,1.51,33.3,79.88,8.65,0,0,16.5,5.43,0.5,5.94,3.42,3.22,2.92,2.31,3.92,8.65,1.91,4.43,2.11,0.1,0.3,2.31,0.2,1.61,0,7.75,0.5,1.91,2.31,0.3,3.52,1.41,2.92,0.6,2.11,0.1,11.47,2.62,7.55,0.1,0,0.8,3.52,4.43,13.68,1.11,3.32,1.01,0.3,3.22,5.03,1.31,1.01,0.6,0,0.4,0.91,0.3,0.3,0,0.3,0.2,0.7,0.5,0.2,1.11,0.3,0.3,0.5,0.2,0,1.41,1.61,0.4,19.72,2.72,0,0,1.61,0,0.1,0,1.51,0,15.39,41.05,0.764151,0.042453,0.070755,0.122642,2.25
2.304092,662.3,201.72,33.69,628.46,103.07,258.96,65.72,-11.77,85.71,8.42,288.715909,1765.495556,322.88401,601.435523,345.036496,5195.900364,13.92,315.104,381.335904,667.545455,3.305097,2.638889,1.151917,26007.754019,1526,5.37,2.23,29.03,79.75,8.58,0.66,0,17.56,5.77,0.92,6.68,5.83,2.03,3.67,2.49,3.74,8.13,2.62,3.21,1.11,0.07,0.2,2.1,0.07,1.25,0.07,7.14,1.11,2.1,2.03,0.2,2.62,1.05,2.23,1.31,0.52,0.07,11.34,0.66,9.17,0.07,0.07,1.11,3.67,4.46,16.06,1.25,4.52,1.38,0.07,3.21,4.06,2.1,2.29,1.05,0.66,0.79,0.72,0.39,0.13,0.13,0.07,0.79,0.85,0.72,0.13,1.31,0.33,0.2,0.59,0.13,0.13,1.7,0.72,0.39,18.61,6.42,0.07,0,2.62,0,0.07,0,4,0,7.73,39.52,0.748447,0.074534,0.043478,0.13354,3.625
4.595745,164.5,266.52,53.68,597.48,111.41,222.35,66.22,52.7,87,5.93,275.833333,1933.653451,318.70462,604.66129,339.230645,6021.738372,13.981105,330.059593,382.274411,654.461538,3.323904,2.639935,1.161765,28251.872305,756,13.26,2.38,38.89,83.2,10.05,0,0,19.71,8.86,1.32,10.19,2.91,2.51,3.04,1.46,2.38,9.39,0.66,5.42,2.65,1.06,0.26,2.78,0,1.59,0.53,6.48,1.06,1.72,1.98,0.66,2.12,0.79,1.85,0.26,1.32,0,9.52,1.46,6.75,0.13,0.66,0.4,3.57,6.35,15.87,0.66,4.89,1.72,0.66,5.42,3.57,0.79,0.66,0.4,0.13,0.13,0.13,0,0,0,0.13,0.26,0.26,0.26,0,2.25,1.19,0.66,0.26,0,0.26,1.85,1.32,0.79,5.29,4.23,0,0,2.38,0,0.4,0,2.12,0,20.9,35.32,0.746988,0,0.036145,0.216867,4
1.697967,516.5,182.2,39.32,598.79,93.11,328.13,67.68,53.59,85.82,7.58,281.982456,1744.375641,313.198519,602.318508,331.502158,6214.505792,14.207207,331.027027,370.890226,671.909091,3.386164,2.725244,1.177922,29353.067321,877,7.63,2.74,35.58,83.24,8.78,0.57,0,17.33,5.36,1.37,6.73,3.08,3.88,2.85,2.05,3.76,9.69,2.39,3.65,1.6,0,0.23,2.05,0,1.25,0,8.1,1.6,1.94,2.74,0.23,3.99,0.68,2.51,0.57,1.37,0.23,10.49,1.71,8.44,0,0,0.11,4.56,3.42,16.53,1.48,2.74,1.03,0,3.42,3.99,1.71,1.94,1.03,0.57,0.68,1.71,0.46,0.91,0,0.23,0.57,0.11,0.11,0,1.71,0.34,0.46,0.91,0.11,0,1.14,0.57,1.37,11.97,4.33,0,0,2.85,0.11,0.34,0,1.82,0,7.75,29.19,0.692308,0.046154,0.053846,0.207692,3.5
